product_id,snapshot_date,stock_on_hand,stockout
2,2024-07-15,55,0
2,2024-07-22,44,0
2,2024-07-29,37,0
2,2024-08-05,31,0
2,2024-08-12,20,0
2,2024-08-19,12,0
2,2024-08-26,2,0
2,2024-09-02,59,0
2,2024-09-09,54,0
2,2024-09-16,42,0
2,2024-09-23,33,0
2,2024-09-30,22,0
2,2024-10-07,14,0
2,2024-10-14,71,0
2,2024-10-21,55,0
2,2024-10-28,44,0
2,2024-11-04,32,0
2,2024-11-11,26,0
2,2024-11-18,8,0
2,2024-11-25,57,0
2,2024-12-02,42,0
2,2024-12-09,29,0
2,2024-12-16,18,0
2,2024-12-23,72,0
3,2024-01-01,18,0
3,2024-01-08,14,0
3,2024-01-15,10,0
3,2024-01-22,8,0
3,2024-01-29,5,0
3,2024-02-05,0,1
3,2024-02-12,26,0
3,2024-02-19,22,0
3,2024-02-26,17,0
3,2024-03-04,15,0
3,2024-03-11,9,0
3,2024-03-18,3,0
3,2024-03-25,0,1
3,2024-04-01,0,1
3,2024-04-08,27,0
3,2024-04-15,20,0
3,2024-04-22,17,0
3,2024-04-29,14,0
3,2024-05-06,10,0
3,2024-05-13,3,0
3,2024-05-20,0,1
3,2024-05-27,0,1
3,2024-06-03,0,1
3,2024-06-10,0,1
3,2024-06-17,28,0
3,2024-06-24,25,0
3,2024-07-01,18,0
3,2024-07-08,12,0
3,2024-07-15,8,0
3,2024-07-22,4,0
3,2024-07-29,0,1
3,2024-08-05,0,1
3,2024-08-12,25,0
3,2024-08-19,19,0
3,2024-08-26,15,0
3,2024-09-02,10,0
3,2024-09-09,5,0
3,2024-09-16,0,0
3,2024-09-23,0,1
3,2024-09-30,24,0
3,2024-10-07,20,0
3,2024-10-14,12,0
3,2024-10-21,6,0
3,2024-10-28,1,0
3,2024-11-04,0,1
3,2024-11-11,0,1
3,2024-11-18,26,0
3,2024-11-25,21,0
3,2024-12-02,15,0
3,2024-12-09,11,0
3,2024-12-16,7,0
3,2024-12-23,3,0
4,2024-01-01,8,0
4,2024-01-08,6,0
4,2024-01-15,4,0
4,2024-01-22,14,0
4,2024-01-29,13,0
4,2024-02-05,11,0
4,2024-02-12,9,0
4,2024-02-19,8,0
4,2024-02-26,8,0
4,2024-03-04,7,0
4,2024-03-11,6,0
4,2024-03-18,4,0
4,2024-03-25,14,0
4,2024-04-01,13,0
4,2024-04-08,12,0
4,2024-04-15,10,0
4,2024-04-22,8,0
4,2024-04-29,6,0
4,2024-05-06,5,0
4,2024-05-13,-4,0
4,2024-05-20,14,0
4,2024-05-27,12,0
4,2024-06-03,11,0
4,2024-06-10,-11,0
4,2024-06-17,7,0
4,2024-06-24,5,0
4,2024-07-01,5,0
4,2024-07-08,4,0
4,2024-07-15,14,0
4,2024-07-22,13,0
4,2024-07-29,11,0
4,2024-08-05,9,0
4,2024-08-12,8,0
4,2024-08-19,7,0
4,2024-08-26,7,0
4,2024-09-02,4,0
4,2024-09-09,15,0
4,2024-09-16,13,0
4,2024-09-23,11,0
4,2024-09-30,9,0
4,2024-10-07,8,0
4,2024-10-14,6,0
4,2024-10-21,4,0
4,2024-10-28,14,0
4,2024-11-04,12,0
4,2024-11-11,11,0
4,2024-11-18,10,0
4,2024-11-25,8,0
4,2024-12-02,8,0
4,2024-12-09,-7,0
4,2024-12-16,5,0
4,2024-12-23,4,0
5,2024-01-01,26,0
5,2024-01-08,21,0
5,2024-01-15,13,0
5,2024-01-22,6,0
5,2024-01-29,0,0
5,2024-02-05,0,1
5,2024-02-12,33,0
5,2024-02-19,29,0
5,2024-02-26,24,0
5,2024-03-04,18,0
5,2024-03-11,12,0
5,2024-03-18,5,0
5,2024-03-25,0,1
5,2024-04-01,0,1
5,2024-04-08,26,0
5,2024-04-15,20,0
5,2024-04-22,15,0
5,2024-04-29,6,0
5,2024-05-06,0,1
5,2024-05-13,0,1
5,2024-05-20,0,1
5,2024-05-27,29,0
5,2024-06-03,26,0
5,2024-06-10,19,0
5,2024-06-17,14,0
5,2024-06-24,11,0
5,2024-07-01,4,0
5,2024-07-08,2,0
5,2024-07-15,36,0
5,2024-07-22,30,0
5,2024-07-29,23,0
5,2024-08-05,16,0
5,2024-08-12,9,0
5,2024-08-19,1,0
5,2024-08-26,0,1
5,2024-09-02,0,1
5,2024-09-09,0,1
5,2024-09-16,31,0
5,2024-09-23,25,0
5,2024-09-30,21,0
5,2024-10-07,15,0
5,2024-10-14,10,0
5,2024-10-21,4,0
5,2024-10-28,0,1
5,2024-11-04,0,1
5,2024-11-11,32,0
5,2024-11-18,27,0
5,2024-11-25,22,0
5,2024-12-02,16,0
5,2024-12-09,10,0
5,2024-12-16,2,0
5,2024-12-23,0,1
6,2024-01-01,94,0
6,2024-01-08,83,0
6,2024-01-15,70,0
6,2024-01-22,44,0
6,2024-01-29,152,0
6,2024-02-05,119,0
6,2024-02-12,102,0
6,2024-02-19,82,0
6,2024-02-26,58,0
6,2024-03-04,21,0
6,2024-03-11,136,0
6,2024-03-18,103,0
6,2024-03-25,79,0
6,2024-04-01,49,0
6,2024-04-08,157,0
6,2024-04-15,133,0
6,2024-04-22,118,0
6,2024-04-29,97,0
6,2024-05-06,64,0
6,2024-05-13,35,0
6,2024-05-20,153,0
6,2024-05-27,133,0
6,2024-06-03,122,0
6,2024-06-10,90,0
6,2024-06-17,61,0
6,2024-06-24,39,0
6,2024-07-01,15,0
6,2024-07-08,7,0
6,2024-07-15,126,0
6,2024-07-22,94,0
6,2024-07-29,65,0
6,2024-08-05,40,0
6,2024-08-12,156,0
6,2024-08-19,128,0
6,2024-08-26,107,0
6,2024-09-02,96,0
6,2024-09-09,74,0
6,2024-09-16,49,0
6,2024-09-23,157,0
6,2024-09-30,144,0
6,2024-10-07,122,0
6,2024-10-14,100,0
6,2024-10-21,85,0
6,2024-10-28,59,0
6,2024-11-04,31,0
6,2024-11-11,149,0
6,2024-11-18,112,0
6,2024-11-25,92,0
6,2024-12-02,73,0
6,2024-12-09,54,0
6,2024-12-16,175,0
6,2024-12-23,156,0
7,2024-01-01,45,0
7,2024-01-08,36,0
7,2024-01-15,26,0
7,2024-01-22,23,0
7,2024-01-29,14,0
7,2024-02-05,4,0
7,2024-02-12,-1,1
7,2024-02-19,47,0
7,2024-02-26,35,0
7,2024-03-04,27,0
7,2024-03-11,20,0
7,2024-03-18,9,0
7,2024-03-25,1,0
7,2024-04-01,0,1
7,2024-04-08,0,1
7,2024-04-15,0,1
7,2024-04-22,52,0
7,2024-04-29,49,0
7,2024-05-06,37,0
7,2024-05-13,30,0
7,2024-05-20,20,0
7,2024-05-27,8,0
7,2024-06-03,1,0
7,2024-06-10,0,1
7,2024-06-17,0,1
7,2024-06-24,0,1
7,2024-07-01,53,0
7,2024-07-08,46,0
7,2024-07-15,37,0
7,2024-07-22,28,0
7,2024-07-29,22,0
7,2024-08-05,14,0
7,2024-08-12,7,0
7,2024-08-19,0,1
7,2024-08-26,50,0
7,2024-09-02,38,0
7,2024-09-09,25,0
7,2024-09-16,14,0
7,2024-09-23,7,0
7,2024-09-30,0,1
7,2024-10-07,0,1
7,2024-10-14,47,0
7,2024-10-21,39,0
7,2024-10-28,25,0
7,2024-11-04,17,0
7,2024-11-11,10,0
7,2024-11-18,0,1
7,2024-11-25,0,1
7,2024-12-02,56,0
7,2024-12-09,44,0
7,2024-12-16,34,0
7,2024-12-23,24,0
8,2024-01-01,4,0
8,2024-01-08,4,0
8,2024-01-15,4,0
8,2024-01-22,4,0
8,2024-01-29,4,0
8,2024-02-05,4,0
8,2024-02-12,4,0
8,2024-02-19,4,0
8,2024-02-26,4,0
8,2024-03-04,3,0
8,2024-03-11,2,0
8,2024-03-18,2,0
8,2024-03-25,1,0
8,2024-04-01,0,0
8,2024-04-08,0,0
8,2024-04-15,0,0
8,2024-04-22,5,0
8,2024-04-29,4,0
8,2024-05-06,3,0
8,2024-05-13,2,0
8,2024-05-20,1,0
8,2024-05-27,1,0
8,2024-06-03,1,0
8,2024-06-10,7,0
8,2024-06-17,6,0
8,2024-06-24,6,0
8,2024-07-01,6,0
8,2024-07-08,6,0
8,2024-07-15,6,0
8,2024-07-22,5,0
8,2024-07-29,5,0
8,2024-08-05,4,0
8,2024-08-12,3,0
8,2024-08-19,3,0
8,2024-08-26,3,0
8,2024-09-02,3,0
8,2024-09-09,3,0
8,2024-09-16,2,0
8,2024-09-23,1,0
8,2024-09-30,0,0
8,2024-10-07,0,0
8,2024-10-14,5,0
8,2024-10-21,5,0
8,2024-10-28,5,0
8,2024-11-04,-5,0
8,2024-11-11,3,0
8,2024-11-18,2,0
8,2024-11-25,1,0
8,2024-12-02,1,0
8,2024-12-09,0,0
8,2024-12-16,6,0
8,2024-12-23,5,0
9,2024-01-01,9,0
9,2024-01-08,8,0
9,2024-01-15,6,0
9,2024-01-22,4,0
9,2024-01-29,4,0
9,2024-02-05,2,0
9,2024-02-12,1,0
9,2024-02-19,11,0
9,2024-02-26,10,0
9,2024-03-04,8,0
9,2024-03-11,7,0
9,2024-03-18,7,0
9,2024-03-25,5,0
9,2024-04-01,4,0
9,2024-04-08,3,0
9,2024-04-15,1,0
9,2024-04-22,0,0
9,2024-04-29,10,0
9,2024-05-06,8,0
9,2024-05-13,6,0
9,2024-05-20,5,0
9,2024-05-27,3,0
9,2024-06-03,1,0
9,2024-06-10,0,1
9,2024-06-17,0,1
9,2024-06-24,11,0
9,2024-07-01,9,0
9,2024-07-08,7,0
9,2024-07-15,5,0
9,2024-07-22,3,0
9,2024-07-29,2,0
9,2024-08-05,0,0
9,2024-08-12,0,1
9,2024-08-19,11,0
9,2024-08-26,9,0
9,2024-09-02,7,0
9,2024-09-09,6,0
9,2024-09-16,4,0
9,2024-09-23,2,0
9,2024-09-30,1,0
9,2024-10-07,0,0
9,2024-10-14,11,0
9,2024-10-21,9,0
9,2024-10-28,7,0
9,2024-11-04,5,0
9,2024-11-11,3,0
9,2024-11-18,2,0
9,2024-11-25,0,0
9,2024-12-02,0,1
9,2024-12-09,11,0
9,2024-12-16,9,0
9,2024-12-23,7,0
10,2024-01-01,188,0
10,2024-01-08,175,0
10,2024-01-15,129,0
10,2024-01-22,51,0
10,2024-01-29,10,0
10,2024-02-05,0,1
10,2024-02-12,0,1
10,2024-02-19,213,0
10,2024-02-26,167,0
10,2024-03-04,118,0
10,2024-03-11,71,0
10,2024-03-18,43,0
10,2024-03-25,17,0
10,2024-04-01,0,1
10,2024-04-08,218,0
10,2024-04-15,173,0
10,2024-04-22,131,0
10,2024-04-29,77,0
10,2024-05-06,0,0
10,2024-05-13,0,1
10,2024-05-20,0,1
10,2024-05-27,0,1
10,2024-06-03,206,0
10,2024-06-10,170,0
10,2024-06-17,115,0
10,2024-06-24,102,0
10,2024-07-01,62,0
10,2024-07-08,10,0
10,2024-07-15,0,1
10,2024-07-22,231,0
10,2024-07-29,207,0
10,2024-08-05,167,0
10,2024-08-12,138,0
10,2024-08-19,96,0
10,2024-08-26,53,0
10,2024-09-02,27,0
10,2024-09-09,0,1
10,2024-09-16,223,0
10,2024-09-23,165,0
10,2024-09-30,146,0
10,2024-10-07,116,0
10,2024-10-14,66,0
10,2024-10-21,33,0
10,2024-10-28,0,1
10,2024-11-04,0,1
10,2024-11-11,218,0
10,2024-11-18,183,0
10,2024-11-25,138,0
10,2024-12-02,105,0
10,2024-12-09,53,0
10,2024-12-16,11,0
10,2024-12-23,0,1
11,2024-01-01,78,0
11,2024-01-08,62,0
11,2024-01-15,29,0
11,2024-01-22,25,0
11,2024-01-29,16,0
11,2024-02-05,1,0
11,2024-02-12,130,0
11,2024-02-19,105,0
11,2024-02-26,79,0
11,2024-03-04,57,0
11,2024-03-11,35,0
11,2024-03-18,8,0
11,2024-03-25,0,1
11,2024-04-01,0,1
11,2024-04-08,0,1
11,2024-04-15,121,0
11,2024-04-22,94,0
11,2024-04-29,76,0
11,2024-05-06,53,0
11,2024-05-13,29,0
11,2024-05-20,11,0
11,2024-05-27,0,1
11,2024-06-03,120,0
11,2024-06-10,97,0
11,2024-06-17,70,0
11,2024-06-24,54,0
11,2024-07-01,33,0
11,2024-07-08,11,0
11,2024-07-15,0,1
11,2024-07-22,127,0
11,2024-07-29,102,0
11,2024-08-05,77,0
11,2024-08-12,42,0
11,2024-08-19,26,0
11,2024-08-26,7,0
11,2024-09-02,0,1
11,2024-09-09,133,0
11,2024-09-16,97,0
11,2024-09-23,82,0
11,2024-09-30,64,0
11,2024-10-07,31,0
11,2024-10-14,20,0
11,2024-10-21,0,1
11,2024-10-28,0,1
11,2024-11-04,112,0
11,2024-11-11,104,0
11,2024-11-18,93,0
11,2024-11-25,73,0
11,2024-12-02,43,0
11,2024-12-09,20,0
11,2024-12-16,0,1
11,2024-12-23,0,1
12,2024-01-01,3,0
12,2024-01-08,2,0
12,2024-01-15,2,0
12,2024-01-22,2,0
12,2024-01-29,2,0
12,2024-02-05,1,0
12,2024-02-12,1,0
12,2024-02-19,0,0
12,2024-02-26,0,1
12,2024-03-04,5,0
12,2024-03-11,5,0
12,2024-03-18,4,0
12,2024-03-25,3,0
12,2024-04-01,2,0
12,2024-04-08,2,0
12,2024-04-15,1,0
12,2024-04-22,1,0
12,2024-04-29,0,0
12,2024-05-06,5,0
12,2024-05-13,5,0
12,2024-05-20,5,0
12,2024-05-27,4,0
12,2024-06-03,4,0
12,2024-06-10,3,0
12,2024-06-17,3,0
12,2024-06-24,3,0
12,2024-07-01,2,0
12,2024-07-08,2,0
12,2024-07-15,1,0
12,2024-07-22,1,0
12,2024-07-29,0,0
12,2024-08-05,6,0
12,2024-08-12,5,0
12,2024-08-19,4,0
12,2024-08-26,3,0
12,2024-09-02,3,0
12,2024-09-09,3,0
12,2024-09-16,3,0
12,2024-09-23,3,0
12,2024-09-30,2,0
12,2024-10-07,2,0
12,2024-10-14,1,0
12,2024-10-21,0,0
12,2024-10-28,0,0
12,2024-11-04,0,1
12,2024-11-11,0,0
12,2024-11-18,6,0
12,2024-11-25,6,0
12,2024-12-02,5,0
12,2024-12-09,4,0
12,2024-12-16,4,0
12,2024-12-23,3,0
13,2024-01-01,37,0
13,2024-01-08,27,0
13,2024-01-15,23,0
13,2024-01-22,16,0
13,2024-01-29,6,0
13,2024-02-05,0,1
13,2024-02-12,0,1
13,2024-02-19,39,0
13,2024-02-26,28,0
13,2024-03-04,18,0
13,2024-03-11,12,0
13,2024-03-18,3,0
13,2024-03-25,0,1
13,2024-04-01,41,0
13,2024-04-08,32,0
13,2024-04-15,24,0
13,2024-04-22,15,0
13,2024-04-29,8,0
13,2024-05-06,0,1
13,2024-05-13,0,1
13,2024-05-20,42,0
13,2024-05-27,32,0
13,2024-06-03,28,0
13,2024-06-10,19,0
13,2024-06-17,14,0
13,2024-06-24,3,0
13,2024-07-01,0,1
13,2024-07-08,40,0
13,2024-07-15,32,0
13,2024-07-22,29,0
13,2024-07-29,23,0
13,2024-08-05,13,0
13,2024-08-12,3,0
13,2024-08-19,0,1
13,2024-08-26,0,1
13,2024-09-02,39,0
13,2024-09-09,30,0
13,2024-09-16,22,0
13,2024-09-23,12,0
13,2024-09-30,6,0
13,2024-10-07,0,0
13,2024-10-14,0,1
13,2024-10-21,38,0
13,2024-10-28,30,0
13,2024-11-04,27,0
13,2024-11-11,24,0
13,2024-11-18,19,0
13,2024-11-25,10,0
13,2024-12-02,3,0
13,2024-12-09,0,1
13,2024-12-16,43,0
13,2024-12-23,38,0
14,2024-01-01,46,0
14,2024-01-08,40,0
14,2024-01-15,34,0
14,2024-01-22,22,0
14,2024-01-29,13,0
14,2024-02-05,6,0
14,2024-02-12,0,1
14,2024-02-19,52,0
14,2024-02-26,39,0
14,2024-03-04,25,0
14,2024-03-11,20,0
14,2024-03-18,10,0
14,2024-03-25,2,0
14,2024-04-01,0,1
14,2024-04-08,49,0
14,2024-04-15,41,0
14,2024-04-22,33,0
14,2024-04-29,24,0
14,2024-05-06,16,0
14,2024-05-13,10,0
14,2024-05-20,0,1
14,2024-05-27,47,0
14,2024-06-03,36,0
14,2024-06-10,28,0
14,2024-06-17,21,0
14,2024-06-24,14,0
14,2024-07-01,0,1
14,2024-07-08,0,1
14,2024-07-15,53,0
14,2024-07-22,43,0
14,2024-07-29,35,0
14,2024-08-05,24,0
14,2024-08-12,13,0
14,2024-08-19,0,0
14,2024-08-26,0,1
14,2024-09-02,0,1
14,2024-09-09,56,0
14,2024-09-16,50,0
14,2024-09-23,38,0
14,2024-09-30,31,0
14,2024-10-07,24,0
14,2024-10-14,15,0
14,2024-10-21,3,0
14,2024-10-28,0,1
14,2024-11-04,60,0
14,2024-11-11,53,0
14,2024-11-18,40,0
14,2024-11-25,29,0
14,2024-12-02,16,0
14,2024-12-09,10,0
14,2024-12-16,5,0
14,2024-12-23,0,1
15,2024-01-01,142,0
15,2024-01-08,103,0
15,2024-01-15,57,0
15,2024-01-22,233,0
15,2024-01-29,193,0
15,2024-02-05,150,0
15,2024-02-12,-110,0
15,2024-02-19,64,0
15,2024-02-26,18,0
15,2024-03-04,0,1
15,2024-03-11,188,0
15,2024-03-18,147,0
15,2024-03-25,115,0
15,2024-04-01,89,0
15,2024-04-08,61,0
15,2024-04-15,236,0
15,2024-04-22,196,0
15,2024-04-29,156,0
15,2024-05-06,123,0
15,2024-05-13,87,0
15,2024-05-20,43,0
15,2024-05-27,240,0
15,2024-06-03,204,0
15,2024-06-10,168,0
15,2024-06-17,124,0
15,2024-06-24,103,0
15,2024-07-01,51,0
15,2024-07-08,229,0
15,2024-07-15,191,0
15,2024-07-22,160,0
15,2024-07-29,119,0
15,2024-08-05,83,0
15,2024-08-12,250,0
15,2024-08-19,230,0
15,2024-08-26,193,0
15,2024-09-02,153,0
15,2024-09-09,120,0
15,2024-09-16,89,0
15,2024-09-23,273,0
15,2024-09-30,236,0
15,2024-10-07,220,0
15,2024-10-14,174,0
15,2024-10-21,144,0
15,2024-10-28,107,0
15,2024-11-04,68,0
15,2024-11-11,254,0
15,2024-11-18,220,0
15,2024-11-25,206,0
15,2024-12-02,163,0
15,2024-12-09,116,0
15,2024-12-16,99,0
15,2024-12-23,68,0
16,2024-01-01,70,0
16,2024-01-08,55,0
16,2024-01-15,36,0
16,2024-01-22,112,0
16,2024-01-29,91,0
16,2024-02-05,69,0
16,2024-02-12,55,0
16,2024-02-19,45,0
16,2024-02-26,30,0
16,2024-03-04,11,0
16,2024-03-11,97,0
16,2024-03-18,74,0
16,2024-03-25,54,0
16,2024-04-01,39,0
16,2024-04-08,27,0
16,2024-04-15,111,0
16,2024-04-22,95,0
16,2024-04-29,81,0
16,2024-05-06,61,0
16,2024-05-13,47,0
16,2024-05-20,29,0
16,2024-05-27,110,0
16,2024-06-03,93,0
16,2024-06-10,79,0
16,2024-06-17,60,0
16,2024-06-24,41,0
16,2024-07-01,23,0
16,2024-07-08,5,0
16,2024-07-15,0,1
16,2024-07-22,79,0
16,2024-07-29,58,0
16,2024-08-05,40,0
16,2024-08-12,29,0
16,2024-08-19,14,0
16,2024-08-26,0,1
16,2024-09-02,84,0
16,2024-09-09,-76,0
16,2024-09-16,61,0
16,2024-09-23,49,0
16,2024-09-30,34,0
16,2024-10-07,26,0
16,2024-10-14,104,0
16,2024-10-21,92,0
16,2024-10-28,72,0
16,2024-11-04,58,0
16,2024-11-11,43,0
16,2024-11-18,28,0
16,2024-11-25,112,0
16,2024-12-02,85,0
16,2024-12-09,72,0
16,2024-12-16,52,0
16,2024-12-23,42,0
17,2024-01-01,42,0
17,2024-01-08,30,0
17,2024-01-15,20,0
17,2024-01-22,77,0
17,2024-01-29,67,0
17,2024-02-05,58,0
17,2024-02-12,40,0
17,2024-02-19,30,0
17,2024-02-26,18,0
17,2024-03-04,2,0
17,2024-03-11,0,1
17,2024-03-18,55,0
17,2024-03-25,45,0
17,2024-04-01,35,0
17,2024-04-08,25,0
17,2024-04-15,83,0
17,2024-04-22,72,0
17,2024-04-29,65,0
17,2024-05-06,51,0
17,2024-05-13,38,0
17,2024-05-20,29,0
17,2024-05-27,20,0
17,2024-06-03,75,0
17,2024-06-10,67,0
17,2024-06-17,51,0
17,2024-06-24,39,0
17,2024-07-01,27,0
17,2024-07-08,14,0
17,2024-07-15,71,0
17,2024-07-22,57,0
17,2024-07-29,46,0
17,2024-08-05,32,0
17,2024-08-12,22,0
17,2024-08-19,73,0
17,2024-08-26,61,0
17,2024-09-02,43,0
17,2024-09-09,34,0
17,2024-09-16,23,0
17,2024-09-23,82,0
17,2024-09-30,73,0
17,2024-10-07,60,0
17,2024-10-14,46,0
17,2024-10-21,26,0
17,2024-10-28,16,0
17,2024-11-04,9,0
17,2024-11-11,62,0
17,2024-11-18,55,0
17,2024-11-25,43,0
17,2024-12-02,34,0
17,2024-12-09,23,0
17,2024-12-16,75,0
17,2024-12-23,65,0
18,2024-01-01,11,0
18,2024-01-08,8,0
18,2024-01-15,7,0
18,2024-01-22,5,0
18,2024-01-29,4,0
18,2024-02-05,18,0
18,2024-02-12,16,0
18,2024-02-19,12,0
18,2024-02-26,11,0
18,2024-03-04,9,0
18,2024-03-11,6,0
18,2024-03-18,3,0
18,2024-03-25,18,0
18,2024-04-01,17,0
18,2024-04-08,13,0
18,2024-04-15,10,0
18,2024-04-22,7,0
18,2024-04-29,5,0
18,2024-05-06,2,0
18,2024-05-13,0,0
18,2024-05-20,17,0
18,2024-05-27,15,0
18,2024-06-03,13,0
18,2024-06-10,10,0
18,2024-06-17,10,0
18,2024-06-24,7,0
18,2024-07-01,6,0
18,2024-07-08,3,0
18,2024-07-15,18,0
18,2024-07-22,16,0
18,2024-07-29,13,0
18,2024-08-05,12,0
18,2024-08-12,9,0
18,2024-08-19,7,0
18,2024-08-26,6,0
18,2024-09-02,22,0
18,2024-09-09,21,0
18,2024-09-16,18,0
18,2024-09-23,16,0
18,2024-09-30,12,0
18,2024-10-07,9,0
18,2024-10-14,8,0
18,2024-10-21,6,0
18,2024-10-28,3,0
18,2024-11-04,18,0
18,2024-11-11,14,0
18,2024-11-18,10,0
18,2024-11-25,8,0
18,2024-12-02,5,0
18,2024-12-09,19,0
18,2024-12-16,17,0
18,2024-12-23,14,0
19,2024-01-01,91,0
19,2024-01-08,73,0
19,2024-01-15,51,0
19,2024-01-22,34,0
19,2024-01-29,13,0
19,2024-02-05,130,0
19,2024-02-12,110,0
19,2024-02-19,86,0
19,2024-02-26,68,0
19,2024-03-04,46,0
19,2024-03-11,24,0
19,2024-03-18,0,0
19,2024-03-25,111,0
19,2024-04-01,82,0
19,2024-04-08,74,0
19,2024-04-15,33,0
19,2024-04-22,17,0
19,2024-04-29,125,0
19,2024-05-06,110,0
19,2024-05-13,84,0
19,2024-05-20,61,0
19,2024-05-27,44,0
19,2024-06-03,147,0
19,2024-06-10,127,0
19,2024-06-17,102,0
19,2024-06-24,87,0
19,2024-07-01,66,0
19,2024-07-08,31,0
19,2024-07-15,3,0
19,2024-07-22,111,0
19,2024-07-29,92,0
19,2024-08-05,70,0
19,2024-08-12,47,0
19,2024-08-19,155,0
19,2024-08-26,141,0
19,2024-09-02,115,0
19,2024-09-09,101,0
19,2024-09-16,69,0
19,2024-09-23,53,0
19,2024-09-30,162,0
19,2024-10-07,134,0
19,2024-10-14,114,0
19,2024-10-21,90,0
19,2024-10-28,59,0
19,2024-11-04,34,0
19,2024-11-11,10,0
19,2024-11-18,0,0
19,2024-11-25,117,0
19,2024-12-02,89,0
19,2024-12-09,64,0
19,2024-12-16,38,0
19,2024-12-23,144,0
20,2024-01-01,119,0
20,2024-01-08,89,0
20,2024-01-15,55,0
20,2024-01-22,33,0
20,2024-01-29,13,0
20,2024-02-05,195,0
20,2024-02-12,171,0
20,2024-02-19,123,0
20,2024-02-26,106,0
20,2024-03-04,77,0
20,2024-03-11,57,0
20,2024-03-18,228,0
20,2024-03-25,194,0
20,2024-04-01,168,0
20,2024-04-08,125,0
20,2024-04-15,77,0
20,2024-04-22,67,0
20,2024-04-29,41,0
20,2024-05-06,8,0
20,2024-05-13,162,0
20,2024-05-20,134,0
20,2024-05-27,102,0
20,2024-06-03,81,0
20,2024-06-10,64,0
20,2024-06-17,17,0
20,2024-06-24,201,0
20,2024-07-01,145,0
20,2024-07-08,105,0
20,2024-07-15,66,0
20,2024-07-22,28,0
20,2024-07-29,196,0
20,2024-08-05,160,0
20,2024-08-12,129,0
20,2024-08-19,91,0
20,2024-08-26,59,0
20,2024-09-02,36,0
20,2024-09-09,210,0
20,2024-09-16,187,0
20,2024-09-23,145,0
20,2024-09-30,119,0
20,2024-10-07,105,0
20,2024-10-14,-70,0
20,2024-10-21,22,0
20,2024-10-28,180,0
20,2024-11-04,153,0
20,2024-11-11,136,0
20,2024-11-18,105,0
20,2024-11-25,74,0
20,2024-12-02,51,0
20,2024-12-09,211,0
20,2024-12-16,160,0
20,2024-12-23,125,0
21,2024-01-01,151,0
21,2024-01-08,124,0
21,2024-01-15,71,0
21,2024-01-22,262,0
21,2024-01-29,231,0
21,2024-02-05,193,0
21,2024-02-12,150,0
21,2024-02-19,-112,0
21,2024-02-26,60,0
21,2024-03-04,246,0
21,2024-03-11,212,0
21,2024-03-18,170,0
21,2024-03-25,127,0
21,2024-04-01,104,0
21,2024-04-08,53,0
21,2024-04-15,-248,0
21,2024-04-22,213,0
21,2024-04-29,167,0
21,2024-05-06,121,0
21,2024-05-13,91,0
21,2024-05-20,272,0
21,2024-05-27,241,0
21,2024-06-03,183,0
21,2024-06-10,155,0
21,2024-06-17,115,0
21,2024-06-24,86,0
21,2024-07-01,251,0
21,2024-07-08,228,0
21,2024-07-15,-186,0
21,2024-07-22,156,0
21,2024-07-29,123,0
21,2024-08-05,80,0
